RedJade Code,Green,Grassy,Cucumber,Tomato,Hay,Herbal,Mint,Woody,Pine,Floral,Jasmine,Rose,Honey,Fruity,Citrus,Lemon,Orange,Tropical,Berry,Peach,Apple,Sour,Fermented,Alcoholic,Winey,Rummy,Caramellic,Vanilla,Spicy,Coffee,Smoky,Roasted,Meaty,Nutty,Fatty,Coconut,Waxy,Dairy,Buttery,Cheesy,Sulfurous,Garlic,Earthy,Musty,Animal,Musk,Powdery,Sweet,Cooling,Sharp,Medicinal,Camphoreous,Metallic,Ozone,Fishy
FFD,0.1393,0.0,0.0,0.002,0.034,0.0952,0.004,0.0821,0.004,0.3566,0.022,0.086,0.088,0.3991,0.014,0.004,0.004,0.054,0.076,0.014,0.0347,0.004,0.006,0.014,0.03,0.016,0.0681,0.136,0.1998,0.016,0.038,0.044,0.036,0.056,0.052,0.004,0.022,0.012,0.04,0.004,0.014,0.0,0.022,0.032,0.004,0.006,0.0769,0.5103,0.0,0.01,0.0,0.002,0.0299,0.006,0.0
LMM,0.1761,0.0229,0.004,0.024,0.0095,0.0863,0.1894,0.0525,0.006,0.0611,0.002,0.032,0.004,0.3512,0.0286,0.008,0.008,0.062,0.022,0.012,0.012,0.002,0.076,0.044,0.022,0.058,0.1174,0.002,0.0486,0.026,0.014,0.0699,0.092,0.068,0.0491,0.028,0.042,0.038,0.04,0.028,0.0939,0.018,0.1271,0.1269,0.014,0.002,0.006,0.1552,0.102,0.014,0.062,0.062,0.014,0.006,0.032
ECI,0.4302,0.006,0.004,0.02,0.006,0.1266,0.06,0.1486,0.0174,0.2699,0.018,0.168,0.042,0.1622,0.064,0.0121,0.018,0.042,0.03,0.006,0.006,0.002,0.004,0.0,0.002,0.002,0.016,0.012,0.1106,0.016,0.016,0.046,0.054,0.0726,0.0326,0.018,0.0439,0.006,0.006,0.002,0.064,0.0158,0.132,0.024,0.028,0.012,0.0275,0.2359,0.006,0.0094,0.022,0.0274,0.194,0.014,0.01
AFB,0.24,0.014,0.0,0.01,0.016,0.06,0.114,0.038,0.0,0.034,0.004,0.002,0.034,0.4463,0.016,0.004,0.0,0.058,0.016,0.04,0.0742,0.058,0.09,0.026,0.052,0.0697,0.054,0.002,0.082,0.016,0.004,0.06,0.0663,0.09,0.07,0.004,0.012,0.042,0.042,0.166,0.064,0.018,0.0843,0.074,0.01,0.0,0.002,0.292,0.004,0.052,0.002,0.006,0.01,0.002,0.026
LZG,0.1,0.008,0.0,0.002,0.07,0.098,0.028,0.054,0.0,0.134,0.002,0.006,0.098,0.188,0.002,0.0,0.01,0.008,0.012,0.002,0.002,0.002,0.002,0.002,0.024,0.004,0.11,0.09,0.148,0.01,0.044,0.054,0.042,0.114,0.026,0.022,0.002,0.006,0.008,0.006,0.014,0.002,0.12,0.126,0.018,0.0,0.114,0.376,0.004,0.006,0.108,0.006,0.004,0.002,0.002
MIO,0.3094,0.018,0.01,0.01,0.0172,0.1353,0.1399,0.145,0.0397,0.1984,0.012,0.07,0.032,0.235,0.092,0.012,0.006,0.052,0.014,0.014,0.01,0.012,0.026,0.012,0.012,0.024,0.074,0.012,0.1074,0.03,0.04,0.086,0.072,0.1227,0.0666,0.02,0.0342,0.03,0.016,0.022,0.07,0.008,0.0922,0.084,0.042,0.002,0.034,0.2735,0.034,0.02,0.06,0.0517,0.0207,0.0,0.006
WHV,0.38,0.008,0.002,0.006,0.01,0.054,0.18,0.046,0.002,0.054,0.016,0.032,0.0361,0.6097,0.014,0.002,0.0,0.1159,0.064,0.004,0.2539,0.032,0.144,0.012,0.092,0.05,0.204,0.006,0.186,0.02,0.004,0.056,0.028,0.049,0.0286,0.018,0.036,0.03,0.048,0.0477,0.048,0.006,0.038,0.028,0.01,0.0,0.006,0.4132,0.014,0.02,0.006,0.01,0.0207,0.0,0.0
DOX,0.2345,0.002,0.0,0.004,0.014,0.1411,0.0293,0.084,0.008,0.3142,0.044,0.086,0.024,0.306,0.014,0.0075,0.016,0.04,0.076,0.0166,0.026,0.0,0.002,0.006,0.006,0.006,0.02,0.028,0.1093,0.008,0.006,0.074,0.034,0.066,0.036,0.022,0.036,0.008,0.01,0.004,0.022,0.012,0.088,0.024,0.036,0.012,0.056,0.2837,0.002,0.008,0.018,0.016,0.07,0.0065,0.004
ZZF,0.292,0.01,0.004,0.01,0.006,0.096,0.084,0.054,0.008,0.1002,0.0,0.038,0.01,0.3884,0.0562,0.008,0.004,0.078,0.028,0.006,0.074,0.0229,0.086,0.056,0.04,0.0283,0.072,0.004,0.05,0.008,0.018,0.022,0.027,0.072,0.076,0.018,0.0322,0.038,0.068,0.0508,0.078,0.012,0.0614,0.094,0.016,0.0,0.004,0.2189,0.018,0.028,0.024,0.018,0.0327,0.002,0.006
UGH,0.088,0.002,0.0,0.0,0.002,0.3,0.056,0.082,0.0,0.422,0.004,0.01,0.014,0.5733,0.002,0.0,0.082,0.052,0.04,0.0,0.008,0.002,0.012,0.002,0.328,0.006,0.082,0.066,0.13,0.014,0.086,0.07,0.05,0.068,0.028,0.002,0.002,0.008,0.012,0.002,0.016,0.002,0.058,0.358,0.012,0.0,0.134,0.34,0.004,0.004,0.04,0.004,0.002,0.0,0.0
GZI,0.3751,0.01,0.006,0.004,0.026,0.1077,0.03,0.108,0.01,0.3861,0.0917,0.09,0.036,0.3205,0.1209,0.026,0.03,0.064,0.026,0.0187,0.0293,0.0,0.004,0.002,0.01,0.004,0.016,0.014,0.1021,0.012,0.008,0.038,0.034,0.078,0.0787,0.03,0.1173,0.02,0.008,0.0039,0.038,0.006,0.114,0.024,0.016,0.002,0.022,0.2821,0.0,0.0151,0.004,0.008,0.096,0.016,0.0114
ZBG,0.446,0.008,0.004,0.002,0.018,0.1557,0.032,0.1343,0.01,0.3782,0.0472,0.158,0.056,0.2976,0.0977,0.012,0.0119,0.048,0.0189,0.0463,0.0257,0.002,0.006,0.004,0.016,0.0,0.038,0.008,0.0683,0.006,0.01,0.034,0.02,0.052,0.0423,0.016,0.0777,0.018,0.008,0.002,0.028,0.002,0.13,0.0211,0.058,0.026,0.016,0.2999,0.02,0.006,0.0,0.002,0.086,0.024,0.018
RYY,0.406,0.004,0.0,0.002,0.014,0.106,0.08,0.078,0.002,0.326,0.014,0.292,0.042,0.122,0.02,0.004,0.024,0.018,0.022,0.002,0.01,0.0,0.0,0.0,0.0,0.0,0.0147,0.008,0.16,0.006,0.022,0.038,0.048,0.038,0.022,0.002,0.074,0.002,0.008,0.0,0.052,0.02,0.106,0.02,0.022,0.012,0.0778,0.2179,0.006,0.002,0.0334,0.0153,0.218,0.016,0.002
AJU,0.2172,0.0,0.002,0.002,0.04,0.082,0.0,0.0883,0.008,0.4274,0.0512,0.098,0.092,0.5708,0.028,0.002,0.014,0.114,0.058,0.01,0.066,0.0,0.01,0.006,0.046,0.0117,0.038,0.05,0.1422,0.024,0.006,0.046,0.032,0.048,0.032,0.002,0.0308,0.0,0.078,0.006,0.028,0.014,0.038,0.022,0.036,0.004,0.0452,0.486,0.0,0.006,0.006,0.0,0.008,0.0,0.004
UBS,0.1339,0.006,0.006,0.002,0.058,0.0573,0.01,0.0824,0.0,0.4996,0.0458,0.04,0.078,0.313,0.008,0.0,0.012,0.0402,0.0322,0.018,0.0523,0.004,0.002,0.0,0.01,0.036,0.024,0.09,0.2136,0.018,0.02,0.034,0.0297,0.052,0.016,0.022,0.018,0.006,0.008,0.0,0.008,0.004,0.016,0.028,0.162,0.004,0.072,0.4451,0.0,0.038,0.0236,0.002,0.014,0.006,0.002
INN,0.2165,0.004,0.002,0.0,0.02,0.1291,0.0305,0.1315,0.01,0.3754,0.066,0.096,0.09,0.5639,0.052,0.006,0.016,0.0627,0.0917,0.0275,0.086,0.014,0.028,0.006,0.066,0.01,0.068,0.022,0.128,0.006,0.004,0.02,0.018,0.024,0.056,0.0,0.054,0.01,0.052,0.024,0.006,0.0,0.032,0.0171,0.02,0.012,0.059,0.4452,0.01,0.004,0.006,0.006,0.022,0.01,0.0
GYM,0.4837,0.0159,0.026,0.004,0.016,0.1296,0.0338,0.0639,0.012,0.2361,0.018,0.084,0.014,0.3475,0.1386,0.0078,0.0518,0.076,0.022,0.02,0.0739,0.01,0.0201,0.01,0.026,0.014,0.032,0.0,0.0724,0.014,0.004,0.046,0.0562,0.1,0.2443,0.046,0.158,0.044,0.014,0.0279,0.058,0.01,0.0979,0.0461,0.01,0.0,0.016,0.2873,0.006,0.0136,0.018,0.012,0.026,0.03,0.0201
TDC,0.1997,0.004,0.0,0.0,0.01,0.2999,0.149,0.5079,0.1194,0.152,0.014,0.042,0.0162,0.1757,0.08,0.01,0.012,0.052,0.01,0.0061,0.018,0.006,0.006,0.004,0.0,0.008,0.012,0.004,0.1359,0.006,0.004,0.008,0.008,0.03,0.018,0.01,0.008,0.008,0.006,0.0,0.014,0.002,0.2617,0.1098,0.034,0.032,0.0192,0.2029,0.0249,0.0041,0.01,0.1309,0.008,0.044,0.0
NZX,0.1999,0.022,0.004,0.002,0.074,0.1589,0.1294,0.2994,0.0818,0.1401,0.008,0.04,0.038,0.1365,0.0859,0.028,0.012,0.0739,0.0245,0.018,0.008,0.004,0.004,0.002,0.0,0.008,0.032,0.008,0.1867,0.094,0.082,0.106,0.08,0.182,0.026,0.004,0.014,0.0,0.0,0.002,0.076,0.004,0.1364,0.114,0.028,0.012,0.064,0.2205,0.0267,0.028,0.106,0.1188,0.022,0.032,0.006
BCQ,0.1899,0.028,0.004,0.002,0.052,0.1023,0.052,0.1603,0.01,0.218,0.008,0.022,0.022,0.2412,0.022,0.004,0.024,0.034,0.0239,0.004,0.028,0.0139,0.01,0.01,0.042,0.01,0.0761,0.196,0.1865,0.016,0.108,0.112,0.05,0.13,0.0279,0.022,0.01,0.014,0.016,0.006,0.024,0.002,0.114,0.068,0.02,0.004,0.07,0.4303,0.006,0.022,0.05,0.0238,0.006,0.006,0.0
ETK,0.1377,0.002,0.006,0.002,0.004,0.044,0.006,0.2637,0.002,0.2589,0.008,0.104,0.1,0.458,0.266,0.002,0.084,0.012,0.0,0.0083,0.0097,0.002,0.008,0.016,0.012,0.014,0.0,0.0,0.028,0.0,0.002,0.004,0.032,0.03,0.437,0.192,0.7035,0.03,0.004,0.018,0.03,0.01,0.134,0.014,0.01,0.028,0.012,0.3135,0.0,0.002,0.002,0.002,0.014,0.01,0.016
NNS,0.5563,0.136,0.0385,0.006,0.0,0.1321,0.002,0.0243,0.0,0.1557,0.0,0.024,0.004,0.3781,0.0339,0.0043,0.012,0.06,0.024,0.008,0.086,0.018,0.01,0.042,0.012,0.016,0.012,0.002,0.052,0.004,0.016,0.04,0.0448,0.164,0.4052,0.014,0.1396,0.0578,0.016,0.148,0.0628,0.048,0.16,0.028,0.008,0.0,0.006,0.1636,0.0,0.0199,0.008,0.004,0.02,0.006,0.018
XHR,0.3737,0.014,0.02,0.0,0.006,0.146,0.08,0.1682,0.02,0.304,0.044,0.087,0.026,0.2769,0.0937,0.024,0.022,0.067,0.01,0.0463,0.03,0.002,0.024,0.028,0.02,0.012,0.024,0.024,0.0957,0.018,0.016,0.064,0.044,0.074,0.0863,0.052,0.074,0.0317,0.028,0.004,0.032,0.006,0.134,0.032,0.03,0.012,0.014,0.2419,0.01,0.0079,0.006,0.026,0.038,0.026,0.006
XBH,0.1684,0.006,0.0,0.002,0.018,0.2217,0.1983,0.4317,0.1537,0.102,0.002,0.026,0.018,0.1444,0.0583,0.024,0.0,0.068,0.0224,0.006,0.026,0.0,0.0,0.002,0.0,0.01,0.02,0.008,0.1227,0.002,0.014,0.016,0.01,0.042,0.016,0.016,0.006,0.008,0.014,0.0,0.044,0.0,0.1643,0.0607,0.014,0.014,0.03,0.2725,0.04,0.0006,0.0439,0.2511,0.008,0.038,0.0
ODU,0.2807,0.03,0.002,0.004,0.036,0.214,0.226,0.2478,0.1058,0.1681,0.0065,0.056,0.0139,0.1879,0.1461,0.032,0.014,0.1,0.02,0.004,0.006,0.002,0.024,0.014,0.002,0.008,0.008,0.0,0.0662,0.014,0.006,0.038,0.068,0.038,0.044,0.006,0.0295,0.014,0.008,0.0119,0.154,0.028,0.0984,0.082,0.008,0.014,0.0135,0.1774,0.034,0.0178,0.028,0.112,0.03,0.002,0.0081
GLI,0.1616,0.026,0.006,0.01,0.04,0.02,0.018,0.114,0.0,0.0485,0.002,0.008,0.026,0.1225,0.0065,0.0,0.002,0.014,0.008,0.004,0.012,0.006,0.018,0.006,0.014,0.012,0.14,0.04,0.138,0.104,0.056,0.2,0.08,0.302,0.0495,0.026,0.004,0.006,0.03,0.0084,0.1056,0.024,0.05,0.1056,0.006,0.0,0.022,0.3364,0.01,0.08,0.05,0.002,0.006,0.002,0.03
LBR,0.4474,0.02,0.004,0.014,0.01,0.1587,0.0832,0.1309,0.022,0.2514,0.006,0.128,0.004,0.3214,0.1919,0.0173,0.026,0.0803,0.01,0.008,0.058,0.012,0.076,0.092,0.04,0.028,0.016,0.006,0.0827,0.01,0.01,0.048,0.0622,0.064,0.069,0.002,0.0782,0.0339,0.026,0.0169,0.08,0.014,0.088,0.046,0.008,0.002,0.014,0.2588,0.01,0.02,0.014,0.016,0.048,0.014,0.0404
UVW,0.3572,0.03,0.014,0.012,0.026,0.1959,0.07,0.086,0.014,0.1497,0.0068,0.088,0.012,0.4196,0.098,0.0174,0.01,0.078,0.028,0.004,0.0928,0.0315,0.076,0.046,0.0559,0.028,0.028,0.006,0.0837,0.0,0.006,0.016,0.032,0.094,0.1139,0.022,0.0755,0.018,0.0472,0.0326,0.052,0.0038,0.0875,0.1152,0.006,0.004,0.008,0.2628,0.022,0.0179,0.01,0.018,0.038,0.006,0.006
JGN,0.21,0.01,0.002,0.002,0.016,0.0767,0.1012,0.0648,0.0071,0.046,0.002,0.006,0.02,0.386,0.018,0.008,0.002,0.068,0.0172,0.0,0.038,0.0261,0.084,0.028,0.028,0.0372,0.0852,0.002,0.07,0.026,0.008,0.09,0.0821,0.09,0.04,0.012,0.01,0.038,0.046,0.0559,0.112,0.002,0.1008,0.082,0.006,0.0,0.008,0.1941,0.016,0.0261,0.016,0.0248,0.0182,0.002,0.022
WGR,0.2981,0.028,0.006,0.018,0.01,0.162,0.104,0.082,0.014,0.1441,0.004,0.06,0.008,0.216,0.112,0.022,0.034,0.056,0.014,0.008,0.0088,0.008,0.092,0.034,0.016,0.024,0.024,0.0,0.072,0.018,0.004,0.0934,0.118,0.0626,0.086,0.006,0.056,0.0332,0.018,0.012,0.1546,0.064,0.0767,0.086,0.024,0.014,0.008,0.1394,0.028,0.008,0.034,0.032,0.024,0.004,0.026
SHH,0.3177,0.01,0.004,0.004,0.02,0.176,0.054,0.2279,0.02,0.3557,0.05,0.126,0.036,0.404,0.102,0.022,0.0199,0.092,0.026,0.058,0.04,0.004,0.048,0.034,0.046,0.012,0.006,0.024,0.0777,0.006,0.024,0.012,0.022,0.026,0.078,0.024,0.118,0.01,0.028,0.01,0.024,0.002,0.068,0.02,0.028,0.0681,0.056,0.2862,0.022,0.01,0.014,0.038,0.026,0.002,0.006
AOH,0.402,0.006,0.002,0.002,0.014,0.136,0.05,0.1145,0.0,0.3862,0.072,0.102,0.0357,0.378,0.042,0.014,0.012,0.038,0.028,0.0243,0.04,0.0,0.01,0.004,0.014,0.004,0.0267,0.01,0.1354,0.004,0.004,0.024,0.008,0.03,0.024,0.0176,0.0837,0.008,0.0083,0.002,0.004,0.0,0.0503,0.0201,0.014,0.006,0.026,0.2975,0.0,0.008,0.004,0.0093,0.0338,0.012,0.004
FQX,0.148,0.008,0.0,0.0218,0.023,0.035,0.02,0.097,0.008,0.062,0.004,0.032,0.036,0.126,0.008,0.0,0.0,0.03,0.014,0.0,0.012,0.01,0.03,0.004,0.028,0.004,0.108,0.04,0.114,0.09,0.042,0.248,0.184,0.262,0.0302,0.032,0.016,0.014,0.014,0.012,0.218,0.062,0.064,0.064,0.008,0.002,0.02,0.3235,0.014,0.026,0.042,0.008,0.016,0.004,0.022
OPX,0.3461,0.012,0.006,0.01,0.01,0.1213,0.04,0.1053,0.016,0.226,0.02,0.086,0.056,0.5383,0.112,0.004,0.02,0.098,0.0394,0.018,0.126,0.0122,0.04,0.03,0.0938,0.03,0.088,0.022,0.06,0.012,0.012,0.046,0.02,0.056,0.0621,0.012,0.094,0.0199,0.064,0.0218,0.046,0.0,0.038,0.0205,0.008,0.006,0.02,0.3054,0.0087,0.012,0.006,0.016,0.016,0.014,0.002
RNU,0.434,0.01,0.0,0.004,0.017,0.057,0.072,0.171,0.004,0.03,0.004,0.006,0.012,0.3925,0.022,0.0,0.0,0.052,0.012,0.002,0.028,0.01,0.022,0.03,0.042,0.038,0.1095,0.0,0.032,0.062,0.006,0.202,0.17,0.314,0.014,0.026,0.004,0.018,0.048,0.012,0.096,0.012,0.168,0.286,0.0,0.0,0.008,0.18,0.012,0.026,0.008,0.01,0.012,0.002,0.02
QLX,0.2579,0.002,0.0,0.008,0.024,0.1899,0.0805,0.3628,0.0481,0.25,0.016,0.096,0.0348,0.2845,0.108,0.022,0.008,0.052,0.0497,0.014,0.052,0.0058,0.018,0.018,0.008,0.004,0.014,0.006,0.13,0.01,0.026,0.0357,0.022,0.056,0.026,0.004,0.0402,0.0,0.006,0.002,0.0277,0.0,0.1233,0.0298,0.044,0.048,0.038,0.2478,0.0171,0.014,0.006,0.0616,0.036,0.018,0.004
EGW,0.24,0.0,0.002,0.006,0.008,0.2737,0.13,0.4601,0.104,0.1681,0.016,0.05,0.0143,0.1737,0.112,0.018,0.012,0.044,0.01,0.006,0.01,0.004,0.002,0.0,0.0,0.006,0.0055,0.008,0.1281,0.016,0.014,0.058,0.042,0.058,0.0297,0.022,0.024,0.002,0.002,0.0019,0.046,0.012,0.1199,0.03,0.032,0.012,0.018,0.2052,0.006,0.0138,0.016,0.0786,0.03,0.032,0.008
MCZ,0.132,0.01,0.0,0.0,0.158,0.1398,0.026,0.0952,0.008,0.3133,0.002,0.014,0.04,0.1165,0.014,0.0,0.018,0.01,0.012,0.004,0.0,0.002,0.004,0.004,0.002,0.002,0.044,0.216,0.201,0.026,0.026,0.064,0.026,0.212,0.01,0.188,0.01,0.008,0.008,0.0036,0.026,0.002,0.046,0.032,0.046,0.004,0.18,0.6388,0.004,0.008,0.026,0.004,0.01,0.012,0.006
WXH,0.2465,0.012,0.004,0.004,0.06,0.168,0.1416,0.1725,0.0362,0.158,0.024,0.034,0.046,0.2039,0.072,0.006,0.002,0.054,0.0165,0.014,0.016,0.008,0.012,0.0,0.0,0.022,0.068,0.014,0.1094,0.028,0.03,0.108,0.054,0.14,0.052,0.038,0.018,0.028,0.018,0.0089,0.0551,0.0086,0.1421,0.0831,0.036,0.006,0.026,0.2901,0.016,0.0319,0.058,0.0957,0.02,0.006,0.006
MEH,0.186,0.03,0.004,0.0113,0.042,0.028,0.044,0.07,0.002,0.118,0.002,0.018,0.046,0.1669,0.012,0.004,0.004,0.02,0.01,0.006,0.012,0.002,0.012,0.002,0.016,0.008,0.164,0.04,0.114,0.116,0.086,0.318,0.158,0.364,0.0247,0.016,0.0118,0.008,0.02,0.012,0.1,0.014,0.09,0.114,0.026,0.0,0.052,0.318,0.01,0.026,0.07,0.012,0.018,0.0,0.036
BGA,0.5073,0.03,0.006,0.006,0.008,0.1619,0.088,0.0841,0.016,0.1998,0.008,0.07,0.01,0.4012,0.074,0.0062,0.044,0.096,0.026,0.012,0.09,0.024,0.11,0.084,0.054,0.034,0.028,0.008,0.058,0.002,0.004,0.04,0.028,0.098,0.102,0.012,0.0738,0.03,0.032,0.0195,0.066,0.0129,0.1,0.054,0.01,0.006,0.002,0.2448,0.012,0.022,0.01,0.024,0.0325,0.02,0.014
UXK,0.224,0.014,0.0,0.01,0.024,0.0939,0.1464,0.0997,0.018,0.044,0.0,0.002,0.058,0.3689,0.04,0.014,0.0,0.072,0.0357,0.012,0.042,0.046,0.02,0.016,0.018,0.0217,0.1667,0.002,0.0957,0.036,0.01,0.102,0.0881,0.118,0.03,0.012,0.002,0.046,0.042,0.072,0.076,0.006,0.0683,0.129,0.012,0.002,0.004,0.2852,0.05,0.052,0.034,0.0483,0.0202,0.002,0.013
ZUJ,0.088,0.0,0.0,0.014,0.01,0.01,0.0377,0.0427,0.0,0.016,0.002,0.0,0.02,0.0867,0.004,0.0,0.0,0.02,0.0067,0.002,0.004,0.0,0.016,0.0,0.008,0.004,0.11,0.014,0.063,0.162,0.04,0.21,0.19,0.456,0.034,0.008,0.002,0.01,0.016,0.014,0.42,0.054,0.022,0.082,0.008,0.0,0.008,0.156,0.006,0.012,0.014,0.0033,0.01,0.0,0.038
DJJ,0.13,0.012,0.0,0.002,0.102,0.056,0.034,0.076,0.004,0.098,0.0,0.012,0.096,0.246,0.006,0.0,0.006,0.016,0.026,0.004,0.032,0.024,0.008,0.002,0.036,0.018,0.17,0.04,0.12,0.066,0.022,0.102,0.048,0.206,0.038,0.046,0.032,0.016,0.042,0.026,0.044,0.002,0.0441,0.07,0.022,0.004,0.082,0.386,0.028,0.0359,0.064,0.0081,0.006,0.006,0.002
VZY,0.3441,0.024,0.002,0.002,0.016,0.092,0.1734,0.062,0.004,0.0284,0.0,0.012,0.014,0.3455,0.0247,0.008,0.004,0.032,0.008,0.014,0.014,0.004,0.332,0.18,0.138,0.0132,0.022,0.0,0.1625,0.006,0.002,0.146,0.156,0.03,0.06,0.0,0.0124,0.038,0.006,0.056,0.176,0.018,0.054,0.064,0.006,0.0,0.002,0.3,0.02,0.05,0.018,0.022,0.01,0.002,0.018
JOZ,0.294,0.026,0.002,0.0176,0.012,0.0249,0.038,0.058,0.0,0.1232,0.002,0.036,0.014,0.077,0.0092,0.002,0.002,0.004,0.004,0.002,0.01,0.012,0.012,0.01,0.004,0.028,0.048,0.012,0.1209,0.078,0.102,0.146,0.078,0.1683,0.0391,0.004,0.002,0.004,0.01,0.0037,0.096,0.038,0.15,0.076,0.02,0.004,0.034,0.4109,0.002,0.056,0.032,0.006,0.014,0.0,0.092
PCT,0.234,0.014,0.002,0.01,0.022,0.06,0.102,0.054,0.006,0.076,0.002,0.04,0.018,0.316,0.022,0.004,0.004,0.064,0.01,0.002,0.046,0.016,0.05,0.028,0.018,0.027,0.126,0.006,0.082,0.026,0.022,0.084,0.0493,0.116,0.06,0.018,0.028,0.026,0.046,0.076,0.07,0.032,0.08,0.068,0.02,0.0,0.016,0.276,0.052,0.03,0.032,0.028,0.0507,0.002,0.006
MGC,0.2542,0.012,0.022,0.0,0.012,0.0478,0.022,0.1137,0.002,0.231,0.008,0.062,0.038,0.2353,0.018,0.0,0.0,0.032,0.018,0.008,0.024,0.004,0.016,0.004,0.026,0.006,0.048,0.14,0.1362,0.04,0.048,0.138,0.046,0.176,0.028,0.014,0.022,0.004,0.02,0.01,0.03,0.002,0.16,0.0378,0.012,0.002,0.036,0.3911,0.002,0.03,0.028,0.006,0.01,0.002,0.014
XFN,0.0655,0.012,0.0,0.0,0.088,0.0335,0.008,0.108,0.0,0.0495,0.008,0.004,0.038,0.148,0.0,0.0,0.0,0.012,0.024,0.0,0.0025,0.012,0.006,0.006,0.028,0.012,0.156,0.036,0.11,0.058,0.044,0.146,0.07,0.242,0.064,0.022,0.024,0.004,0.038,0.014,0.046,0.012,0.044,0.07,0.014,0.0,0.03,0.374,0.026,0.022,0.114,0.002,0.006,0.0,0.004
PLF,0.354,0.004,0.002,0.0,0.01,0.1063,0.022,0.1221,0.01,0.4163,0.05,0.156,0.076,0.3019,0.0559,0.01,0.014,0.022,0.026,0.0319,0.024,0.0,0.006,0.0,0.01,0.004,0.03,0.02,0.1161,0.02,0.012,0.034,0.018,0.032,0.052,0.034,0.0736,0.032,0.0324,0.004,0.02,0.002,0.082,0.028,0.032,0.006,0.0218,0.4259,0.002,0.008,0.012,0.004,0.068,0.016,0.008
ZJR,0.153,0.004,0.002,0.0,0.008,0.21,0.02,0.509,0.006,0.3819,0.0215,0.036,0.002,0.2461,0.2819,0.038,0.018,0.1878,0.01,0.0144,0.0076,0.0,0.002,0.002,0.004,0.0,0.002,0.002,0.202,0.0,0.0,0.002,0.004,0.012,0.0264,0.014,0.0808,0.004,0.002,0.0,0.008,0.0,0.0229,0.004,0.0111,0.022,0.0269,0.3673,0.002,0.114,0.004,0.0,0.0198,0.012,0.0
BFD,0.3761,0.014,0.002,0.004,0.022,0.1519,0.108,0.1101,0.022,0.126,0.006,0.032,0.02,0.3782,0.064,0.002,0.012,0.078,0.016,0.014,0.096,0.024,0.122,0.052,0.042,0.058,0.05,0.006,0.064,0.026,0.022,0.0989,0.042,0.1651,0.08,0.022,0.032,0.026,0.04,0.012,0.0491,0.0098,0.1071,0.0838,0.014,0.008,0.006,0.2239,0.026,0.024,0.026,0.046,0.02,0.006,0.006
ZUZ,0.128,0.01,0.002,0.006,0.04,0.088,0.024,0.0995,0.004,0.3051,0.014,0.024,0.126,0.242,0.008,0.002,0.02,0.016,0.034,0.004,0.004,0.018,0.008,0.0,0.008,0.006,0.1227,0.13,0.2223,0.014,0.068,0.074,0.028,0.126,0.038,0.034,0.024,0.02,0.036,0.012,0.022,0.002,0.05,0.046,0.034,0.008,0.046,0.496,0.002,0.02,0.0494,0.0133,0.004,0.0,0.0
TRC,0.2937,0.024,0.002,0.0035,0.02,0.0771,0.0816,0.0609,0.012,0.0691,0.004,0.018,0.028,0.5139,0.0478,0.0051,0.002,0.1,0.0306,0.002,0.1144,0.01,0.07,0.088,0.044,0.064,0.069,0.004,0.0809,0.028,0.006,0.054,0.042,0.132,0.0354,0.014,0.02,0.0217,0.044,0.036,0.0668,0.006,0.112,0.0931,0.008,0.004,0.002,0.2786,0.018,0.0499,0.012,0.0114,0.016,0.002,0.018
SIE,0.122,0.004,0.004,0.0,0.152,0.1138,0.0457,0.1328,0.008,0.154,0.002,0.022,0.132,0.213,0.012,0.002,0.012,0.016,0.0247,0.002,0.02,0.002,0.006,0.002,0.022,0.006,0.1165,0.096,0.1451,0.034,0.06,0.1188,0.054,0.1792,0.04,0.032,0.006,0.018,0.012,0.01,0.0432,0.004,0.0851,0.0923,0.016,0.012,0.118,0.5042,0.014,0.02,0.078,0.0613,0.0219,0.004,0.006
ROO,0.296,0.03,0.0,0.0,0.0212,0.0272,0.02,0.0708,0.002,0.012,0.002,0.0,0.004,0.218,0.0037,0.0,0.0,0.012,0.012,0.0,0.0283,0.022,0.018,0.018,0.0163,0.122,0.1293,0.002,0.032,0.192,0.016,0.476,0.33,0.444,0.032,0.012,0.0,0.028,0.066,0.016,0.068,0.016,0.092,0.18,0.004,0.0,0.014,0.29,0.0,0.038,0.02,0.002,0.012,0.0,0.078
ADL,0.1613,0.004,0.0,0.004,0.04,0.0299,0.006,0.0679,0.006,0.316,0.006,0.118,0.028,0.2527,0.012,0.006,0.006,0.008,0.014,0.0,0.004,0.006,0.004,0.002,0.01,0.002,0.066,0.256,0.1793,0.016,0.092,0.064,0.042,0.15,0.008,0.03,0.03,0.006,0.01,0.002,0.036,0.006,0.128,0.034,0.016,0.0,0.11,0.6047,0.0,0.016,0.1454,0.006,0.002,0.002,0.004
TGU,0.166,0.01,0.0,0.006,0.052,0.112,0.042,0.09,0.006,0.168,0.01,0.016,0.064,0.0954,0.014,0.004,0.018,0.024,0.008,0.008,0.002,0.0,0.0,0.0,0.004,0.002,0.0162,0.018,0.228,0.08,0.17,0.184,0.082,0.258,0.006,0.014,0.012,0.004,0.006,0.0,0.056,0.004,0.17,0.1622,0.098,0.008,0.066,0.2258,0.0,0.01,0.066,0.036,0.026,0.006,0.0348
